             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
            629472 productio bl_f6a6c     glow PD       0:00      1 (AssocGrpCpuLimit)
            629473 productio bl_9acdb     glow PD       0:00      1 (AssocGrpCpuLimit)
            629474 productio bl_e14d5     glow PD       0:00      1 (AssocGrpCpuLimit)
            629475 productio bl_e1bf6     glow PD       0:00      1 (AssocGrpCpuLimit)
            629476 productio bl_2d586     glow PD       0:00      1 (AssocGrpCpuLimit)
            629477 productio bl_85041     glow PD       0:00      1 (AssocGrpCpuLimit)
            629478 productio bl_62241     glow PD       0:00      1 (AssocGrpCpuLimit)
            629479 productio bl_dc15d     glow PD       0:00      1 (AssocGrpCpuLimit)
            629480 productio bl_0538c     glow PD       0:00      1 (AssocGrpCpuLimit)
            629481 productio bl_55cae     glow PD       0:00      1 (AssocGrpCpuLimit)
            629521 productio bl_3ffc7     glow PD       0:00      1 (AssocGrpCpuLimit)
            629522 productio bl_e0625     glow PD       0:00      1 (AssocGrpCpuLimit)
            629526 productio bl_da756     glow PD       0:00      1 (AssocGrpCpuLimit)
            629530 productio bl_795a0     glow PD       0:00      1 (AssocGrpCpuLimit)
            629538 productio bl_88b81     glow PD       0:00      1 (AssocGrpCpuLimit)
            629591 productio bl_26a95     glow PD       0:00      1 (AssocGrpCpuLimit)
            629592 productio bl_bc194     glow PD       0:00      1 (AssocGrpCpuLimit)
            629593 productio bl_76398     glow PD       0:00      1 (AssocGrpCpuLimit)
            629594 productio bl_a2e04     glow PD       0:00      1 (AssocGrpCpuLimit)
            629595 productio bl_2006c     glow PD       0:00      1 (AssocGrpCpuLimit)
            629596 productio bl_971ae     glow PD       0:00      1 (AssocGrpCpuLimit)
            629597 productio bl_f6cd5     glow PD       0:00      1 (AssocGrpCpuLimit)
            629598 productio bl_47d38     glow PD       0:00      1 (AssocGrpCpuLimit)
            629599 productio bl_744b0     glow PD       0:00      1 (AssocGrpCpuLimit)
            629600 productio bl_0fe95     glow PD       0:00      1 (AssocGrpCpuLimit)
            629601 productio bl_dfa22     glow PD       0:00      1 (AssocGrpCpuLimit)
            629602 productio bl_51f79     glow PD       0:00      1 (AssocGrpCpuLimit)
            629603 productio bl_35d2b     glow PD       0:00      1 (AssocGrpCpuLimit)
            629622 productio bl_84020     glow PD       0:00      1 (AssocGrpCpuLimit)
            629625 productio bl_9608c     glow PD       0:00      1 (AssocGrpCpuLimit)
            629666 productio bl_870ed     glow PD       0:00      1 (AssocGrpCpuLimit)
            629667 productio bl_6d7da     glow PD       0:00      1 (AssocGrpCpuLimit)
            629668 productio bl_c5a62     glow PD       0:00      1 (AssocGrpCpuLimit)
            629673 productio bl_ec5b5     glow PD       0:00      1 (AssocGrpCpuLimit)
            629674 productio bl_d974d     glow PD       0:00      1 (AssocGrpCpuLimit)
            629675 productio bl_39edb     glow PD       0:00      1 (AssocGrpCpuLimit)
            629676 productio bl_65ff6     glow PD       0:00      1 (AssocGrpCpuLimit)
            629677 productio bl_b3b5b     glow PD       0:00      1 (AssocGrpCpuLimit)
            629678 productio bl_dc7f9     glow PD       0:00      1 (AssocGrpCpuLimit)
            629679 productio bl_5632a     glow PD       0:00      1 (AssocGrpCpuLimit)
            629680 productio bl_3a469     glow PD       0:00      1 (AssocGrpCpuLimit)
            629681 productio bl_c4600     glow PD       0:00      1 (AssocGrpCpuLimit)
            629682 productio bl_721d1     glow PD       0:00      1 (AssocGrpCpuLimit)
            629683 productio bl_7e1d9     glow PD       0:00      1 (AssocGrpCpuLimit)
            629684 productio bl_c3554     glow PD       0:00      1 (AssocGrpCpuLimit)
            629685 productio bl_032ed     glow PD       0:00      1 (AssocGrpCpuLimit)
            631018 productio bl_725b8     glow PD       0:00      1 (AssocGrpCpuLimit)
            631342 productio bl_6ecb1     glow PD       0:00      1 (AssocGrpCpuLimit)
            631698 productio bl_3741f     glow PD       0:00      1 (AssocGrpCpuLimit)
            632638 productio bl_9401e     glow PD       0:00      1 (AssocGrpCpuLimit)
            632639 productio bl_c1229     glow PD       0:00      1 (AssocGrpCpuLimit)
            632640 productio bl_1ba28     glow PD       0:00      1 (AssocGrpCpuLimit)
            632642 productio bl_e1c7f     glow PD       0:00      1 (AssocGrpCpuLimit)
            632643 productio bl_22f6a     glow PD       0:00      1 (AssocGrpCpuLimit)
            632644 productio bl_8ea59     glow PD       0:00      1 (AssocGrpCpuLimit)
            632645 productio bl_a3cc3     glow PD       0:00      1 (AssocGrpCpuLimit)
            632684 productio bl_a766c     glow PD       0:00      1 (AssocGrpCpuLimit)
            632685 productio bl_79d04     glow PD       0:00      1 (AssocGrpCpuLimit)
            632692 productio bl_bed33     glow PD       0:00      1 (AssocGrpCpuLimit)
            633264 productio bl_dbb5a     glow PD       0:00      1 (AssocGrpCpuLimit)
            633657 productio bl_407e1     glow PD       0:00      1 (AssocGrpCpuLimit)
            633658 productio bl_56f20     glow PD       0:00      1 (AssocGrpCpuLimit)
            634106 productio bl_08e41     glow PD       0:00      1 (AssocGrpCpuLimit)
            634107 productio bl_36218     glow PD       0:00      1 (AssocGrpCpuLimit)
            640504 productio bl_d7cc5     glow PD       0:00      1 (AssocGrpCpuLimit)
            635955 productio step5_44    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635956 productio step5_45    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635957 productio step5_45    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635958 productio step5_45    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635959 productio step5_45    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635960 productio step5_45    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635961 productio step5_45    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635962 productio step5_45    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635963 productio step5_45    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635964 productio step5_45    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635965 productio step5_45    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635966 productio step5_46    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635967 productio step5_46    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635968 productio step5_46    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635969 productio step5_46    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635970 productio step5_46    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635971 productio step5_46    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635972 productio step5_46    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635973 productio step5_46    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635974 productio step5_46    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635975 productio step5_46    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635976 productio step5_47    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635977 productio step5_47    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635978 productio step5_47    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635979 productio step5_47    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635980 productio step5_47    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635981 productio step5_47    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635982 productio step5_47    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635983 productio step5_47    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635984 productio step5_47    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635985 productio step5_47    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635986 productio step5_48    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635987 productio step5_48    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635988 productio step5_48    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635989 productio step5_48    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635990 productio step5_48    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635991 productio step5_48    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635992 productio step5_48    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635993 productio step5_48    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635994 productio step5_48    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635995 productio step5_48    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635996 productio step5_49    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635997 productio step5_49    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635998 productio step5_49    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            635999 productio step5_49    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636000 productio step5_49    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636001 productio step5_49    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636002 productio step5_49    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636003 productio step5_49    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636004 productio step5_49    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636005 productio step5_49    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636006 productio step5_50    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636007 productio step5_50    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636008 productio step5_50    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636009 productio step5_50    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636010 productio step5_50    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636011 productio step5_50    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636012 productio step5_50    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636013 productio step5_50    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636014 productio step5_50    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636015 productio step5_50    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636016 productio step5_51    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636017 productio step5_51    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636018 productio step5_51    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636019 productio step5_51    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636020 productio step5_51    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636021 productio step5_51    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636022 productio step5_51    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636023 productio step5_51    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636024 productio step5_51    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636025 productio step5_51    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636026 productio step5_52    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636027 productio step5_52    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636028 productio step5_52    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636029 productio step5_52    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636030 productio step5_52    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636031 productio step5_52    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636032 productio step5_52    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636033 productio step5_52    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636034 productio step5_52    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636035 productio step5_52    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636036 productio step5_53    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636037 productio step5_53    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636038 productio step5_53    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636039 productio step5_53    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636040 productio step5_53    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636041 productio step5_53    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636042 productio step5_53    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636043 productio step5_53    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636044 productio step5_53    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636045 productio step5_53    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636046 productio step5_54    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636047 productio step5_54    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636048 productio step5_54    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636049 productio step5_54    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636050 productio step5_54    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636051 productio step5_54    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
            636052 productio step5_54    weiq1 PD       0:00      1 (AssocGrpMemoryLimit)
